Linux 5.14.0-427.el9.x86_64 (centos) 	09/24/2024 	_x86_64_	(16 CPU)

12:25:03 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:25:04 AM     0   2523252         -    0.00    0.00    0.00    0.00    0.00    13  python3
12:25:04 AM     0         -   2523252    0.00    0.00    0.00    0.00    0.00    13  |__python3
12:25:05 AM     0   2523252         -    0.00    0.00    0.00    0.00    0.00    13  python3
12:25:05 AM     0         -   2523252    0.00    0.00    0.00    0.00    0.00    13  |__python3
12:25:06 AM     0   2523252         -    0.00    0.00    0.00    0.00    0.00    13  python3
12:25:06 AM     0         -   2523252    0.00    0.00    0.00    0.00    0.00    13  |__python3
12:25:07 AM     0   2523252         -    0.00    0.00    0.00    0.00    0.00    13  python3
12:25:07 AM     0         -   2523252    0.00    0.00    0.00    0.00    0.00    13  |__python3
12:25:08 AM     0   2523252         -    0.00    0.00    0.00    0.00    0.00     9  python3
12:25:08 AM     0         -   2523252    0.00    0.00    0.00    0.00    0.00     9  |__python3
12:25:09 AM     0   2523252         -    0.00    0.00    0.00    1.00    0.00     0  python3
12:25:09 AM     0         -   2523252    0.00    0.00    0.00    1.00    0.00     0  |__python3
12:25:10 AM     0   2523252         -    0.00    0.00    0.00    0.00    0.00     9  python3
12:25:10 AM     0         -   2523252    0.00    0.00    0.00    0.00    0.00     9  |__python3
12:25:11 AM     0   2523252         -    1.00    1.00    0.00    0.00    2.00     5  python3
12:25:11 AM     0         -   2523252    1.00    1.00    0.00    0.00    2.00     5  |__python3
12:25:12 AM     0   2523252         -    0.00    0.00    0.00    0.00    0.00     6  python3
12:25:12 AM     0         -   2523252    0.00    0.00    0.00    0.00    0.00     6  |__python3
12:25:13 AM     0   2523252         -    0.00    0.00    0.00    0.00    0.00    15  python3
12:25:13 AM     0         -   2523252    0.00    0.00    0.00    0.00    0.00    15  |__python3
12:25:14 AM     0   2523252         -   14.00   10.00    0.00   26.00   24.00     8  python3
12:25:14 AM     0         -   2523252   14.00   10.00    0.00   26.00   24.00     8  |__python3
12:25:15 AM     0   2523252         -   19.00   13.00    0.00   30.00   32.00    11  python3
12:25:15 AM     0         -   2523252   19.00   13.00    0.00   30.00   32.00    11  |__python3
12:25:16 AM     0   2523252         -   19.00   14.00    0.00   28.00   33.00     7  python3
12:25:16 AM     0         -   2523252   19.00   14.00    0.00   28.00   33.00     7  |__python3
12:25:17 AM     0   2523252         -   20.00   14.00    0.00   26.00   34.00    10  python3
12:25:17 AM     0         -   2523252   20.00   14.00    0.00   26.00   34.00    10  |__python3
12:25:18 AM     0   2523252         -   21.00   17.00    0.00   23.00   38.00     9  python3
12:25:18 AM     0         -   2523252   21.00   17.00    0.00   23.00   38.00     9  |__python3
12:25:19 AM     0   2523252         -   20.00   15.00    0.00   24.00   35.00     9  python3
12:25:19 AM     0         -   2523252   20.00   15.00    0.00   24.00   35.00     9  |__python3
12:25:20 AM     0   2523252         -   19.00   17.00    0.00   23.00   36.00     0  python3
12:25:20 AM     0         -   2523252   19.00   17.00    0.00   23.00   36.00     0  |__python3
12:25:21 AM     0   2523252         -   24.00   19.00    0.00   21.00   43.00    12  python3
